Setting_Name,Category,New_Category,Owner,Default,New_Description,Description
OOF_NOTIFY_OLD,Uncategorized,,Power Users,`TRUE`,"When TRUE (default), existing pending requisitions are emailed to newly assigned delegate. FALSE only notifies for new submissions after delegation is set.","A setting of TRUE will email any existing pending requisitions to the newly assigned delegate. If the setting is FALSE, the delegate will not receive an email for any existing pending requisitions. The delegate will only be notified for any requisitions submitted for approval moving forward."
REMOVE_ORIGINATOR_FROM_GROUP,Uncategorized,,Admin,`TRUE`,,"If the originator is listed as a member of a group on the approval routing, if this person should be removed from the group set this setting to TRUE."
REMOVE_ORIG_CO,Uncategorized,,Admin,`FALSE`,"When TRUE, removes the requisition originator from change order approval routing, preventing self-approval of change orders. Default is FALSE.",This setting does not allow originator to be an approver for their own requisition for Change Orders if set to true.
REMOVE_ORIG_RELEASE,Uncategorized,,Admin,`FALSE`,,"If set to true, this setting will remove the originator from the approver list on blanket release requisitions."
ROLE_MISSING_SKIP_LIST,Approval Workflow,,Admin,,,"Comma-separated list of Types (Cost Center, Account, Project, Sub Account, Site). If a role mapping is missing for a Type in this list, the approval engine skips that approver silently. If a Type is NOT in this list and has no role mapping, the engine throws an error blocking submission. Example: If Cost Center is in this list and CC 8200 has no Manager defined, the rule skips that approval. If Cost Center is NOT in this list, user gets error: No Manager defined for Cost Center 8200."
SHOW_ALLOCATION_CODES,Uncategorized,,Admin,`FALSE`,,True/false to Show/Hide allocation codes in the account dropdown in req line maintenance.
SHOW_GRAPH,Uncategorized,,Admin,"`buyers,admin`",,"Comma separated list of User ID's or group ID's that have access to the graphing functionality. Asterisk indicates everyone, a blank indicates no one."
SHOW_RULE_INFO,Uncategorized,,Power Users,`TRUE`,,This setting will show the approval rule name when hovering over the Level or Seq field in the Approval History Tab.
TERMS_DISPLAY,Uncategorized,,Purchasing,`TRUE`,,This setting will display the supplier terms on the requisition header.
UNSPSC_FILTER,Uncategorized,,Purchasing,`*`,,"To modify this setting to control which UNSPSC codes are available to choose from. The syntax for this settings uses the CAN-DO functionality similar to a lot of the other settings. To re-cap, the CAN-DO functionality uses a comma-separated list of values that are either ""good"" or ""bad"". Any value that begins with an exclamation point, is ""bad"" and won't be shown. You can use wildcards to match whole ranges of codes. Here are some examples; It's currently set to !*0000,*00,!* This means anything that ends with 4 zeros is ""bad"" and won't be shown. Anything that ends with 2 zeros is ""good"" and will be shown. All others are bad. The CAN-DO reads from left to right until it is able to match your code with one of the entries in the value. Let's say the code is 24102010. It first checks that number against !*0000. Since it does not match it moves on to the next entry, *00. Since it also does not match that one, it moves on to the last entry !*. This time code 24102010 does match * and since there is an exclamation point in front of it, it marks it as ""bad"" and does not display. The first !*0000 will eliminated the codes similar to 24000000 and 241000000 � they both end in 4 zeros. So, the Segment and Family codes will not be displayed. The *00 will show all remaining which end with 2 zeros. Since we already eliminated the Segment and Family coeds with the first entry, only the Class codes will display. The final !* will eliminate anything else, basically anything that doesn't end with 00 will get eliminated. If you want to remove the ""Live Animal Segment"" altogether, and it is segment 10000000. To do this change the current value of the UNSPSC_FILTER as follows: !10*,!*0000,*00,!* You will notice I added !10* to the beginning of the list. If you also want to remove segment 11000000, you should do the same. !10*,!11*,!*0000,*00,!* You will notice I added !11* after the !10*. If you want to keep the Classes that are in Family with 1120. To do this we are going to move some things around because the left-to-right order is important. Remember the CAN-DO will keep reading until it finds a match. !10*,!*0000,1120*00,!11*,*00,!* !10* - First we will eliminate anything that starts with a 10 because we don't care at all about ""Live Animals"" !*0000 - Next we will eliminate all that end with 4 or 6 zeros � Segment and Family 1120*00 � Next we will keep all classes that start with 1120 and end with 00. If it were just 1120* and didn't have the ""00"" at the end, then all codes including Component level would also be valid. We do not want that. By adding ""00"" at the end, we are telling the system that not only does it need to begin with 1120, but we only want the classes that begin with 1120. !11* - Next, eliminate anything else that begins with 11. *00 � Everything else that ends with 00 is good. !* - All others bad"
USE_CHAINED_DELEGATES,Uncategorized,,Power Users,`TRUE`,,"This setting will allow for unlimited levels of Out Of Office functionality. If user A delegates to user B, then user B also delegates to user C, can User C approve or reject a requisition on behalf of user A?"
USE_LYNC,Uncategorized,,Admin,`FALSE`,,"This setting allows the administrator to allow the use of Lync within the iPurchase solution. Requirements: Office 2010+ with Lync installed on desktop. iPurchase website must be in the ""TRUSTED SITES"" security zone in the Internet Options or Security tab. Does not work with office for Mac Does not work with mobile devices Does not work with certain browsers. Not all trading partners that use Lync will allow you to see the presence of employees. Works with IE9+. Not supported for other PC browsers, however it does work. On requisition workbench, the following fields will show Lync Presence status icons: Supplier Email Buyer Originator OBO Deliver To All Approvers in approval history tab."
USE_SINGLE_LANGUAGE,Uncategorized,,"then this will be the language selected for all users and the language selection box on the login screen will not be displayed.""",,,"If this is set to something like en-us"""
ROLES,Approval Workflow,,Admin,,,"Comma-separated list of role names that can be assigned in the User Roles screen. These roles are combined with hard-coded Types (Account, Cost Center, Project, Site, Sub Account) to create approval rule variables like $Cost Center:Manager or $Project:Director. Example: Manager,Director,VP,SVP"
